"06 NOV 2025","16:25:21","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/20 through 10/31/21",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",

"9911-2","04/16/21","01","3938","FERRARA CANDY COMPANY","135.00","0.00","135.00","100.00","","","","","","","","DEFAULT","FERRARA CANDY COMPANY","CRESTON","IA",
"","","01","","Product Totals","135.00","0.00","135.00","100.00","0.00","",

"10013","01/13/21","MISC","4725","KEMIN INDUSTRIES","0.00","49.43","-49.43","","","","","","","","","5","KEMIN INDUSTRIES","DES MOINES","IA",
"10418","08/27/21","MISC","3454","MIKE REIS","100.00","100.00","0.00","0.00","","","","","","","","DEFAULT","MIKE REIS","DES MOINES","IA",
"","","MISC","","Product Totals","100.00","149.43","-49.43","-49.43","0.00","",

"SC6529","02/05/21","SRVCE","5728","POBLOCKI SIGN COMPANY","0.00","134.08","-134.08","","","","","","","","","1","CLIVE BEHAVIORAL HEALTH WEST","CLIVE","IA",
"SC6582","03/09/21","SRVCE","54000","HOBBY LOBBY","0.00","198.43","-198.43","","","","","","","","","1","HOBBY LOBBY # 201","DES MOINES","IA",
"SC6791","08/26/21","SRVCE","77950","NAGLE SIGNS  INC.","180.00","182.32","-2.32","-1.29","","","","","","","","201","ORPHEUM THEATER- NAGLE SIGNS","MARSHALLTOWN","IA",
"","","SRVCE","","Product Totals","180.00","514.83","-334.83","-186.02","0.00","",

"10236","06/18/21","VINYL","5087","COLFAX-MINGO BOOSTER CLUB","0.00","80.62","-80.62","","","","","","","","","DEFAULT","COLFAX-MINGO BOOSTER CLUB","COLFAX","IA",
"","","VINYL","","Product Totals","0.00","80.62","-80.62","","0.00","",

"","","","","Salesperson  Totals","415.00","744.88","-329.88","-79.49","0.00","",

"10172","07/07/21","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","3499.99","2937.64","562.35","16.07","","ADAM","0.030","","","","","10","GEORGE DAVIS SOFTBALL PARK -CITY OF DES MOINES DEPT. OF FINANCE ACCOUNTS PAYABLE.","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","2180.32","2511.50","-331.18","-15.19","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","24647.70","21525.00","3122.70","12.67","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","4887.89","2495.26","2392.63","48.95","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","391.36","429.90","-38.54","-9.85","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","1860.00","1407.40","452.60","24.33","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","1240.00","1513.57","-273.57","-22.06","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","1240.00","1412.50","-172.50","-13.91","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","1860.00","1620.99","239.01","12.85","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","650.00","0.00","650.00","100.00","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","5937.43","1498.66","4438.77","74.76","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","0.00","0.00","0.00","","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","92978.16","58132.83","34845.33","37.48","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","682.00","728.44","-46.44","-6.81","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
"9783","12/23/20","DRCT","28110","CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE","71.50","186.03","-114.53","-160.18","","ADAM","0.030","","","","","DEFAULT","CITY OF DES MOINES","DES MOINES","IA",
